Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm8	2904265.10738611
perm25	2919165.32918743
perm22	2929084.21272311
perm5	2933924.77719143
perm3	2939662.90462656
perm19	2940083.1414952
perm35	2940318.17638473
perm46	2940637.73754149
perm26	2946246.97430461
perm48	2946257.37505614
perm1	2946257.49462773
perm39	2949864.42439826
perm40	2949906.3057873
perm4	2949906.61840059
perm32	2949908.07964862
perm33	2952779.70277435
perm23	2952845.33665588
perm21	2952845.50099677
perm2	2955028.09614204
perm41	2958650.8764912
perm12	2968776.91261715
perm44	2971298.51951303
perm37	2975760.95295024
perm7	3002368.19571804
perm13	3004628.14279056
perm9	3006869.39237102
perm10	3030699.7138219
perm34	3050510.58553829
perm29	3066191.2827024
perm36	3067088.51812624
perm42	3076891.49457054
perm30	3080044.73918131
perm11	3086957.07250071
perm31	3117688.19260652
perm20	3138552.97721467
perm17	3145340.13955277
perm27	3163263.22967986
perm6	3172298.0512773
perm49	3180459.63190117
perm24	3228846.2401399
perm28	3243599.68230604
perm18	3255865.84688049
perm43	3289540.96825496
perm47	3320469.20788379
perm50	3369649.39857198
perm14	3384896.17472039
perm38	3515264.36422517
perm16	3613206.99011225
perm15	3638072.86867356
perm45	4511188.74927306
