Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen34perm23 1664.0361741697277012 2.44140170e+00 1.12874198e-02 4.53390850e-02 2.28162758e-02 2.49590599e+02 8.74650364e-02
gen33perm37 1665.2718395035856247 2.44140170e+00 1.12874198e-02 4.51284175e-02 2.28162758e-02 2.49590599e+02 8.74650364e-02
gen34perm4 1666.2949445828307944 2.39710234e+00 1.20108436e-02 4.53390850e-02 2.31435681e-02 2.51011115e+02 8.80497451e-02
gen34perm29 1666.4858833410378338 2.44140170e+00 1.12874198e-02 4.53390850e-02 2.10326745e-02 2.49590599e+02 8.81483700e-02
gen34perm38 1668.9636884405886121 2.52587221e+00 1.17704045e-02 4.51284175e-02 2.06013988e-02 2.49590599e+02 8.74650364e-02
gen31perm42 1668.9939048996800466 2.35031650e+00 1.17599528e-02 4.53390850e-02 2.29128753e-02 2.49590599e+02 8.81483700e-02
gen33perm31 1668.9940377175873891 2.35031650e+00 1.27198399e-02 4.53390850e-02 2.29128753e-02 2.49590599e+02 8.81483700e-02
gen34perm24 1669.0044703994021802 2.35031650e+00 1.27198399e-02 4.51284175e-02 2.29128753e-02 2.49590599e+02 8.81483700e-02
gen32perm30 1669.2287505489457544 2.35031650e+00 1.19340077e-02 4.53390850e-02 2.29128753e-02 2.66051790e+02 8.80497451e-02
gen34perm48 1669.2339147538534689 2.35031650e+00 1.21016077e-02 4.53390850e-02 2.29128753e-02 2.49590599e+02 8.80497451e-02
gen34perm50 1669.4001316072321970 2.44140170e+00 1.19340077e-02 4.51284175e-02 2.01716733e-02 2.49590599e+02 8.81483700e-02
gen33perm10 1670.0423612404954383 2.35031650e+00 1.20108436e-02 4.53390850e-02 2.15974289e-02 2.31236994e+02 8.91109450e-02
gen34perm30 1670.3442272728705120 2.35031650e+00 1.17599528e-02 4.51284175e-02 2.36591931e-02 2.49590599e+02 8.74650364e-02
gen34perm34 1670.3519596260625804 2.35031650e+00 1.20108436e-02 4.51284175e-02 2.28162758e-02 2.31236994e+02 8.74650364e-02
gen34perm7 1670.5955057815911005 2.37854072e+00 1.13204694e-02 4.53390850e-02 2.29128753e-02 2.49590599e+02 8.91109450e-02
gen32perm20 1670.8567378708098659 2.37854072e+00 1.20108436e-02 4.66970993e-02 2.15974289e-02 2.49590599e+02 8.91109450e-02
