Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm14	2695771.44471222
perm13	2704274.25226922
perm24	2705100.58391614
perm9	2706710.93876705
perm34	2706754.71788134
perm17	2707229.8377459
perm28	2707341.46654176
perm27	2707348.80855316
perm50	2707349.23477545
perm36	2707349.95844362
perm23	2707350.9330982
perm31	2707352.38044231
perm25	2709327.965288
perm11	2709444.92943936
perm37	2709605.81731391
perm42	2709605.98704335
perm8	2709624.42352914
perm4	2709806.70587799
perm7	2710003.39674945
perm30	2710282.53132514
perm49	2710880.09413011
perm29	2710992.28232647
perm19	2711272.15105717
perm18	2711532.46464688
perm39	2711533.62408845
perm35	2711555.58968518
perm33	2712826.36180821
perm40	2713124.27956125
perm22	2713124.8912115
perm21	2713587.11938369
perm20	2713598.26450846
perm2	2715441.32715412
perm47	2727083.80741093
perm15	2738763.56122997
perm1	2789728.49313892
perm5	2800819.55985276
perm3	2831405.40485663
perm41	2918461.33046465
perm32	2920053.20359102
perm26	2992428.99837865
perm44	3024210.55674867
perm10	3040370.5014137
perm16	3060315.23945323
perm48	3124079.69147506
perm6	3160976.07884532
perm38	3173159.35119051
perm45	3211938.84711613
perm43	3274726.21734272
perm12	3283006.45239197
perm46	3322584.34796005
