Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm27	2721819.53458914
perm33	2722193.64593951
perm21	2725741.53289325
perm25	2725741.72288278
perm45	2725926.85980542
perm44	2726716.20028434
perm50	2727986.27766651
perm23	2729059.01105593
perm1	2729856.68134146
perm38	2731321.88672369
perm48	2731866.65495091
perm30	2731866.90266901
perm43	2731866.97849544
perm16	2731867.60064279
perm26	2731867.69017039
perm29	2731867.80158461
perm47	2731867.80199232
perm32	2731868.28943534
perm31	2731868.31668544
perm28	2731869.21564095
perm35	2731869.27519218
perm36	2731869.82056074
perm7	2731872.73230537
perm6	2731968.30905097
perm41	2732026.59256883
perm9	2732413.80860708
perm2	2733725.59877457
perm5	2733728.62945139
perm3	2734203.69418424
perm24	2736998.9446176
perm49	2737634.34791647
perm8	2744384.87181505
perm18	2764056.46415311
perm13	2781954.91212673
perm39	2831317.0840679
perm4	2847640.68159313
perm14	2875908.35467465
perm20	2881857.05324543
perm42	2900928.97446196
perm10	2958368.15725645
perm19	2964457.41349839
perm12	2997759.80367254
perm46	3076138.58156587
perm17	3281285.64911948
perm34	3342772.78340128
perm11	3377383.36229993
perm40	3378373.68967301
perm15	3393444.66070319
perm37	3419661.61779369
perm22	3455548.07784178
