Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm8	2904263.15624652
perm22	2911352.65457756
perm5	2916518.95882713
perm1	2916882.13613407
perm49	2916922.46104456
perm23	2925013.13766479
perm14	2939703.71713222
perm3	2942068.15610789
perm33	2943378.93360126
perm39	2943775.05898134
perm40	2944239.22162213
perm26	2946230.17755289
perm7	2946231.74016992
perm4	2946246.45525106
perm16	2946247.72508266
perm15	2949857.26399067
perm29	2949864.42439826
perm47	2949875.65254465
perm50	2950450.29968831
perm10	2952916.66186819
perm17	2954242.45537864
perm35	2961973.86618601
perm20	2966568.04955502
perm42	2971360.31099907
perm34	2991343.22095835
perm19	2991691.12538604
perm45	2994649.47937839
perm13	2998318.65359957
perm36	3002666.94881911
perm37	3005902.00673852
perm18	3008460.11621246
perm41	3008955.09941377
perm21	3013190.09911745
perm44	3036181.21393134
perm12	3036181.51258944
perm27	3078396.29394416
perm2	3089355.98592376
perm24	3132877.38921497
perm48	3178448.6349051
perm38	3190326.76657618
perm43	3217191.77295364
perm28	3225584.53297936
perm6	3263800.71851507
perm31	3268310.75653992
perm32	3325161.01889555
perm25	3461926.69269942
perm11	3575858.62836047
perm30	3712038.07622547
perm46	3783430.88565317
perm9	3876727.89220173
