Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm12	2731867.80125188
perm48	2762584.11507878
perm40	2769016.34624359
perm1	2769016.38773697
perm20	2769016.5588286
perm13	2769018.4083138
perm28	2769030.80173696
perm15	2773130.27829566
perm4	2775001.55721204
perm22	2775355.20651929
perm19	2775537.92871958
perm44	2775541.63615137
perm43	2777174.51823108
perm11	2777175.20009699
perm6	2777176.05593876
perm2	2778757.7075594
perm17	2780801.12816066
perm46	2785442.26045534
perm21	2785552.9656943
perm7	2785573.06950327
perm23	2786243.49501383
perm47	2786341.49850433
perm39	2786901.27178261
perm37	2787629.62443722
perm38	2791184.81505143
perm35	2791788.03032521
perm24	2794113.07921146
perm41	2796231.08858219
perm42	2799255.95636725
perm29	2800547.79602298
perm34	2804515.50057929
perm10	2806106.2890181
perm18	2806643.33505322
perm27	2810423.92618651
perm31	2823693.91901356
perm36	2824701.30007237
perm49	2830947.8017887
perm14	2835965.20752215
perm32	2874141.34058258
perm30	2888196.19361491
perm45	2925643.93110285
perm26	2940664.71511945
perm3	3013868.15419564
perm16	3067685.79117774
perm9	3107247.38400198
perm25	3176969.24167381
perm33	3202745.64781185
perm5	3423135.12798367
perm50	3458428.21068807
perm8	3530442.12297473
