Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen18perm43 1725.9711742564236374 1.79015689e+00 1.24563133e-02 4.05904960e-02 2.18548782e-02 2.11534619e+02 8.91109450e-02
gen18perm26 1732.7984983219059814 1.75154866e+00 1.19340077e-02 4.05904960e-02 2.68237571e+00 2.30759620e+02 9.06387107e-02
gen18perm11 1733.6323554575346861 1.79015689e+00 1.37368553e-02 4.05904960e-02 2.27597187e-02 2.27741302e+02 8.74650364e-02
gen18perm13 1734.2906751046421050 1.79015689e+00 1.09340107e-02 4.05904960e-02 2.11126433e-02 2.15363291e+02 9.06387107e-02
gen18perm37 1734.2908938203213438 1.79015689e+00 1.05209652e-02 4.05904960e-02 2.50672745e+00 2.19108913e+02 9.06387107e-02
gen18perm31 1734.2909910143864636 1.79015689e+00 1.13223484e-02 4.05904960e-02 2.56262276e+00 2.19108913e+02 9.06387107e-02
gen18perm4 1735.1898242252334512 1.71513964e+00 1.19340077e-02 4.05904960e-02 2.56262276e+00 2.35047980e+02 9.06387107e-02
gen18perm34 1735.1898242252334512 1.71513964e+00 1.19340077e-02 4.05904960e-02 2.56262276e+00 2.35047980e+02 9.06387107e-02
gen18perm7 1736.6255271579252621 1.77870079e+00 1.19340077e-02 4.05904960e-02 2.18819745e-02 1.94209130e+02 8.75396060e-02
gen18perm17 1741.9323681705307081 1.68880221e+00 1.19340077e-02 3.95959333e-02 2.56262276e+00 2.11534619e+02 8.91109450e-02
gen18perm36 1742.1216155826068643 1.79015689e+00 1.24563133e-02 3.95959333e-02 2.56262276e+00 1.93398638e+02 8.91109450e-02
gen18perm23 1743.5410236726152107 1.67086831e+00 1.19340077e-02 4.05904960e-02 2.18548782e-02 2.14227696e+02 9.06387107e-02
gen18perm27 1745.0811417927109233 1.67086831e+00 1.24563133e-02 3.95959333e-02 2.56262276e+00 2.31333481e+02 8.91109450e-02
gen18perm46 1745.1015453139614237 1.67086831e+00 1.15185391e-02 3.95959333e-02 2.43984787e+00 2.05895704e+02 8.91109450e-02
gen18perm5 1745.2541164791448409 1.67086831e+00 1.13223484e-02 3.96454930e-02 2.18548782e-02 2.11534619e+02 8.91109450e-02
gen18perm19 1747.1331523322628527 1.67086831e+00 1.19340077e-02 3.90661761e-02 2.34748615e+00 2.27396658e+02 8.91109450e-02
gen18perm22 1747.1338969730211375 1.67086831e+00 1.13223484e-02 3.90661761e-02 2.54952563e+00 2.25216487e+02 8.91109450e-02
gen18perm39 1747.2678268932227184 1.69927814e+00 1.13223484e-02 4.05904960e-02 2.46207531e+00 2.25345751e+02 8.91109450e-02
gen18perm2 1747.6854001985909690 1.67086831e+00 1.31851976e-02 3.95959333e-02 2.50672745e+00 2.14227696e+02 9.06387107e-02
gen18perm21 1747.7123663387335455 1.67086831e+00 1.26124177e-02 3.99705703e-02 2.18548782e-02 2.27741302e+02 8.91109450e-02
gen18perm24 1747.9492408556216105 1.67086831e+00 1.13223484e-02 3.88937555e-02 2.56262276e+00 2.11534619e+02 8.76307735e-02
gen18perm50 1748.0048614251766139 1.68915866e+00 1.17657006e-02 3.89779017e-02 2.50074856e+00 1.97381883e+02 8.91109450e-02
gen18perm25 1748.1452572377884280 1.67086831e+00 1.14062912e-02 3.89779017e-02 2.56262276e+00 2.35047980e+02 8.91109450e-02
gen18perm14 1748.1501605697869763 1.67086831e+00 1.13223484e-02 3.89779017e-02 2.18548782e-02 2.19108913e+02 8.91109450e-02
