Permutation	/Users/alex/Desktop/BioNetFit_v1/examples/example5/example5_example5
perm28	2946230.03623642
perm40	2949906.61782125
perm46	2973075.25220537
perm3	2975480.86660834
perm2	2978936.86904143
perm42	2978937.53982236
perm23	2978962.87741932
perm39	2978974.73504149
perm33	2978975.6566802
perm35	2978975.67615842
perm25	2978975.91179619
perm27	2978975.92553565
perm29	2978975.92695562
perm43	2978975.9718574
perm5	2978976.27432638
perm20	2978976.27432638
perm24	2979011.16995745
perm19	2979521.94649177
perm9	2979986.59402297
perm32	2982088.79922672
perm14	2991786.42769478
perm50	2995437.1807092
perm47	2995876.96801696
perm15	2997876.31923496
perm49	3001365.20254931
perm22	3004744.21993166
perm7	3004802.92604941
perm16	3007761.03384675
perm48	3007765.61980717
perm30	3012810.08392133
perm13	3016265.7744912
perm17	3032949.43775182
perm10	3055187.8438209
perm6	3055515.34807508
perm21	3080435.23946111
perm44	3108258.71146787
perm12	3116113.49620667
perm1	3132336.05792321
perm36	3158678.70503043
perm18	3184898.5637235
perm37	3210168.85673463
perm34	3423241.17118887
perm8	3462898.80659189
perm11	3466090.77108699
perm38	3485791.35884995
perm45	3526859.28784288
perm4	3534755.48605734
perm26	3537779.85629431
perm31	3708385.68442363
perm41	3750307.61085697
